abandon оставить
abate|уменьшаться
enter|входить
major|главный
fresh|свежий
search|поиск
send|отправлять
yellow|желтый
gun|пистолет
allow|позволять
print|печать
dead|мертвый
spot|место
desert|пустыня
suit|подходить
current|текущий
lift|поднимать
rose|роза
continue|продолжать
block|блокировать
chart|диаграмма
hat|шляпа
sell|продавать
success|успех
company|компания
subtract|вычитать
event|событие
particular|особый
deal|иметь дело
swim|плавать
term|срок
opposite|противоположный
wife|жена
shoe|башмак
shoulder|плечо
spread|распространение
arrange|договариваться
camp|лагерь
invent|изобретать
cotton|хлопок
born|рожденный
determine|определять
quart|кварта
nine|девять
truck|грузовик
noise|шум
level|уровень
chance|шанс
gather|собирать
shop|магазин
stretch|потягиваться
throw|бросать
shine|светить
property|свойство
column|столбец
molecule|молекула
select|выбирать
wrong|неправильный
gray|серый
repeat|повторить
require|требовать
broad|широкий
prepare|подготовить
salt|соль
nose|нос
plural|множественное число
anger|гнев
claim|требовать
continent|континент
oxygen|кислород
sugar|сахар
death|смерть
pretty|симпатичный
skill|навык
women|женщины
season|сезон
solution|решение
magnet|магнит
silver|серебро
thank|благодарить
branch|ветвь
match|соответствовать
suffix|суффикс
especially|особенно
fig|инжир
afraid|испуганный
huge|огромный
sister|сестра
steel|сталь
discuss|обсуждать
forward|вперед
similar|похожий
guide|гид
experience|опыт
score|счет
apple|яблоко
bought|купил
led|вел
pitch|подача
coat|пальто
mass|масса
card|карта
band|группа
rope|веревка
slip|соскальзывать
win|победить
dream|мечтать
evening|вечер
condition|состояние
feed|кормить
tool|инструмент
total|общий
basic|базовый
smell|запах
valley|долина
nor|ни
double|двойной
seat|сиденье
arrive|приезжать
master|мастер
track|отслеживать
parent|родитель
shore|берег
division|разделение
sheet|лист
substance|вещество
favor|услуга
connect|соединять
post|почта
spend|тратить
chord|аккорд
fat|толстый
